source,target,sign,interaction_type,resource,source_type,target_type,locations
Gene359__Q8BSM7,Metab__CHEBI:17196_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17196_c,Gene359__Q8BSM7_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene359__Q8BSM7_rev,Metab__CHEBI:17196_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17196_c,Gene360__P51912,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene360__P51912,Metab__CHEBI:17196_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17196_c,Gene360__P51912_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene360__P51912_rev,Metab__CHEBI:17196_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17196_e,Gene360__P51912,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene360__P51912,Metab__CHEBI:17196_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17196_c,Gene360__P51912_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene360__P51912_rev,Metab__CHEBI:17196_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:28729_e,Gene361__P32037,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene361__P32037,Metab__CHEBI:28729_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:28729_c,Gene361__P32037_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene361__P32037_rev,Metab__CHEBI:28729_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:28729_e,Gene362__P14246,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene362__P14246,Metab__CHEBI:28729_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:28729_c,Gene362__P14246_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene362__P14246_rev,Metab__CHEBI:28729_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:28729_e,Gene363__P17809,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene363__P17809,Metab__CHEBI:28729_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:28729_c,Gene363__P17809_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene363__P17809_rev,Metab__CHEBI:28729_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:17191_c,Gene364__Q8CGA3,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene364__Q8CGA3,Metab__CHEBI:17191_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17191_c,Gene364__Q8CGA3_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene364__Q8CGA3_rev,Metab__CHEBI:17191_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17191_e,Gene364__Q8CGA3,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene364__Q8CGA3,Metab__CHEBI:17191_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17191_c,Gene364__Q8CGA3_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene364__Q8CGA3_rev,Metab__CHEBI:17191_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17191_c,Gene365__Q8BSM7,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene365__Q8BSM7,Metab__CHEBI:17191_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17191_c,Gene365__Q8BSM7_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene365__Q8BSM7_rev,Metab__CHEBI:17191_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17191_e,Gene365__Q8BSM7,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene365__Q8BSM7,Metab__CHEBI:17191_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17191_c,Gene365__Q8BSM7_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene365__Q8BSM7_rev,Metab__CHEBI:17191_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:15971_c,Gene366__Q9Z127,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene366__Q9Z127,Metab__CHEBI:15971_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15971_c,Gene366__Q9Z127_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene366__Q9Z127_rev,Metab__CHEBI:15971_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15971_e,Gene366__Q9Z127,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene366__Q9Z127,Metab__CHEBI:15971_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15971_c,Gene366__Q9Z127_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene366__Q9Z127_rev,Metab__CHEBI:15971_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:15971_e,Gene367__Q8R1S9,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene367__Q8R1S9,Metab__CHEBI:15971_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15971_c,Gene367__Q8R1S9_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene367__Q8R1S9_rev,Metab__CHEBI:15971_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:15765_c,Gene368__Q3U9N9,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene368__Q3U9N9,Metab__CHEBI:15765_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15765_c,Gene368__Q3U9N9_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene368__Q3U9N9_rev,Metab__CHEBI:15765_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15765_e,Gene368__Q3U9N9,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene368__Q3U9N9,Metab__CHEBI:15765_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15765_c,Gene368__Q3U9N9_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene368__Q3U9N9_rev,Metab__CHEBI:15765_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:133538_e,Gene369__P70423,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene369__P70423,Metab__CHEBI:133538_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:133538_c,Gene369__P70423_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene369__P70423_rev,Metab__CHEBI:133538_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:133538_e,Gene370__P18581,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene370__P18581,Metab__CHEBI:133538_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:133538_c,Gene370__P18581_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene370__P18581_rev,Metab__CHEBI:133538_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:133538_e,Gene371__Q09143,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene371__Q09143,Metab__CHEBI:133538_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:133538_c,Gene371__Q09143_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene371__Q09143_rev,Metab__CHEBI:133538_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:133538_e,Gene372__Q8R1S9,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene372__Q8R1S9,Metab__CHEBI:133538_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:133538_c,Gene372__Q8R1S9_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene372__Q8R1S9_rev,Metab__CHEBI:133538_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:17115_c,Gene373__P63115,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene373__P63115,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene373__P63115_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene373__P63115_rev,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_e,Gene373__P63115,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene373__P63115,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene373__P63115_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene373__P63115_rev,Metab__CHEBI:17115_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17115_e,Gene374__Q8BSM7,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene374__Q8BSM7,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene374__Q8BSM7_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene374__Q8BSM7_rev,Metab__CHEBI:17115_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17115_c,Gene375__P10852,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene375__P10852,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene375__P10852_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene375__P10852_rev,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_e,Gene375__P10852,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene375__P10852,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene375__P10852_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene375__P10852_rev,Metab__CHEBI:17115_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17115_c,Gene376__P51912,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene376__P51912,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene376__P51912_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene376__P51912_rev,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_e,Gene376__P51912,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene376__P51912,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene376__P51912_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene376__P51912_rev,Metab__CHEBI:17115_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17115_c,Gene377__O35874,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene377__O35874,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene377__O35874_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene377__O35874_rev,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_e,Gene377__O35874,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene377__O35874,Metab__CHEBI:17115_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17115_c,Gene377__O35874_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene377__O35874_rev,Metab__CHEBI:17115_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:16651_e,Gene378__P53986,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene378__P53986,Metab__CHEBI:16651_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:16651_c,Gene378__P53986_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene378__P53986_rev,Metab__CHEBI:16651_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:16651_e,Q8C131,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:17053_e,Gene379__P43006,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene379__P43006,Metab__CHEBI:17053_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17053_c,Gene379__P43006_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene379__P43006_rev,Metab__CHEBI:17053_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17596_c,Gene380__Q61672,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene380__Q61672,Metab__CHEBI:17596_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17596_c,Gene380__Q61672_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene380__Q61672_rev,Metab__CHEBI:17596_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17596_e,Gene380__Q61672,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene380__Q61672,Metab__CHEBI:17596_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17596_c,Gene380__Q61672_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene380__Q61672_rev,Metab__CHEBI:17596_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17596_c,Gene381__Q9JIM1,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene381__Q9JIM1,Metab__CHEBI:17596_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17596_c,Gene381__Q9JIM1_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene381__Q9JIM1_rev,Metab__CHEBI:17596_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17596_e,Gene381__Q9JIM1,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene381__Q9JIM1,Metab__CHEBI:17596_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17596_c,Gene381__Q9JIM1_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene381__Q9JIM1_rev,Metab__CHEBI:17596_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17596_m,Gene381__Q9JIM1,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('m',)"
Gene381__Q9JIM1,Metab__CHEBI:17596_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17596_c,Gene381__Q9JIM1_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene381__Q9JIM1_rev,Metab__CHEBI:17596_m,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('m',)"
Metab__CHEBI:16196_e,Gene382__Q4LDG0,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene382__Q4LDG0,Metab__CHEBI:16196_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:16196_c,Gene382__Q4LDG0_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene382__Q4LDG0_rev,Metab__CHEBI:16196_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
Metab__CHEBI:16810_e,Q6IYF8,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:15729_e,Gene383__P70423,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene383__P70423,Metab__CHEBI:15729_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15729_c,Gene383__P70423_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene383__P70423_rev,Metab__CHEBI:15729_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:15729_e,Gene384__P18581,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene384__P18581,Metab__CHEBI:15729_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15729_c,Gene384__P18581_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene384__P18581_rev,Metab__CHEBI:15729_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:15729_e,Gene385__Q09143,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene385__Q09143,Metab__CHEBI:15729_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15729_c,Gene385__Q09143_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene385__Q09143_rev,Metab__CHEBI:15729_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:18357_e,Gene386__O55192,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene386__O55192,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_c,Gene386__O55192_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene386__O55192_rev,Metab__CHEBI:18357_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:18357_c,Gene387__Q9WTW5,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene387__Q9WTW5,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_c,Gene387__Q9WTW5_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene387__Q9WTW5_rev,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_e,Gene387__Q9WTW5,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene387__Q9WTW5,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_c,Gene387__Q9WTW5_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene387__Q9WTW5_rev,Metab__CHEBI:18357_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:18357_c,Gene388__O70577,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene388__O70577,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_c,Gene388__O70577_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene388__O70577_rev,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_e,Gene388__O70577,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene388__O70577,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_c,Gene388__O70577_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene388__O70577_rev,Metab__CHEBI:18357_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:18357_c,Gene389__O08966,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene389__O08966,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_c,Gene389__O08966_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene389__O08966_rev,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_e,Gene389__O08966,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('e',)"
Gene389__O08966,Metab__CHEBI:18357_c,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18357_c,Gene389__O08966_rev,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene389__O08966_rev,Metab__CHEBI:18357_e,1,transport,MRCLinksDB;GEM_transporter:Mouse-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:18357_c,O88587,1,ligand_receptor,MRCLinksDB;GEM:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:18357_e,O88587,1,ligand_receptor,MRCLinksDB;GEM:Mouse-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,P25962,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,P18762,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,P34971,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,Q01337,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,P30545,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,Q01338,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,P97717,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,P97718,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:18357_e,P97714,1,ligand_receptor,MRCLinksDB,small_molecule,protein,"('e',)"
Metab__CHEBI:15756_e,Gene390__Q4LDG0,1,transport,MRCLinksDB,small_molecule,protein,"('e',)"
Gene390__Q4LDG0,Metab__CHEBI:15756_c,1,transport,MRCLinksDB,protein,small_molecule,"('c',)"
Metab__CHEBI:15756_c,Gene390__Q4LDG0_rev,1,transport,MRCLinksDB,small_molecule,protein,"('c',)"
Gene390__Q4LDG0_rev,Metab__CHEBI:15756_e,1,transport,MRCLinksDB,protein,small_molecule,"('e',)"
