source,target,source_type,target_type,id_type_a,id_type_b,interaction_type,resource,mor,locations,attrs
frozenset({'Q9UKU0'}),CHEBI:51985,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00349', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:27432,frozenset({'Q9ULC5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00349', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9ULC5'}),CHEBI:51985,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00349', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:32389,frozenset({'O60488'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O60488'}),CHEBI:63545,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:32389,frozenset({'Q96GR2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q96GR2'}),CHEBI:63545,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:32389,frozenset({'O95573'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O95573'}),CHEBI:63545,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:32389,frozenset({'Q5FVE4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q5FVE4'}),CHEBI:63545,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:32389,frozenset({'O14975'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O14975'}),CHEBI:63545,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:32389,frozenset({'P33121'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P33121'}),CHEBI:63545,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:32389,frozenset({'Q9UKU0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9UKU0'}),CHEBI:63545,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:32389,frozenset({'Q9ULC5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9ULC5'}),CHEBI:63545,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00353', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:71488,frozenset({'O60488'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O60488'}),CHEBI:63542,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:71488,frozenset({'Q96GR2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q96GR2'}),CHEBI:63542,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:71488,frozenset({'O95573'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O95573'}),CHEBI:63542,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:71488,frozenset({'Q5FVE4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q5FVE4'}),CHEBI:63542,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:71488,frozenset({'O14975'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O14975'}),CHEBI:63542,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:71488,frozenset({'P33121'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P33121'}),CHEBI:63542,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:71488,frozenset({'Q9UKU0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9UKU0'}),CHEBI:63542,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:71488,frozenset({'Q9ULC5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9ULC5'}),CHEBI:63542,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00357', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58562,frozenset({'O60488'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O60488'}),CHEBI:140756,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58562,frozenset({'Q96GR2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q96GR2'}),CHEBI:140756,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58562,frozenset({'O95573'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O95573'}),CHEBI:140756,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58562,frozenset({'Q5FVE4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q5FVE4'}),CHEBI:140756,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58562,frozenset({'O14975'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O14975'}),CHEBI:140756,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58562,frozenset({'P33121'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P33121'}),CHEBI:140756,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58562,frozenset({'Q9UKU0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9UKU0'}),CHEBI:140756,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58562,frozenset({'Q9ULC5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9ULC5'}),CHEBI:140756,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00361', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:53488,frozenset({'O60488'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O60488'}),CHEBI:63541,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:53488,frozenset({'Q96GR2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q96GR2'}),CHEBI:63541,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:53488,frozenset({'O95573'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O95573'}),CHEBI:63541,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:53488,frozenset({'Q5FVE4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q5FVE4'}),CHEBI:63541,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:53488,frozenset({'O14975'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O14975'}),CHEBI:63541,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:53488,frozenset({'P33121'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P33121'}),CHEBI:63541,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:53488,frozenset({'Q9UKU0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9UKU0'}),CHEBI:63541,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:53488,frozenset({'Q9ULC5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9ULC5'}),CHEBI:63541,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00365', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77360,frozenset({'O60488'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O60488'}),CHEBI:63543,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77360,frozenset({'Q96GR2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q96GR2'}),CHEBI:63543,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77360,frozenset({'O95573'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O95573'}),CHEBI:63543,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77360,frozenset({'Q5FVE4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q5FVE4'}),CHEBI:63543,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77360,frozenset({'O14975'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O14975'}),CHEBI:63543,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77360,frozenset({'P33121'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P33121'}),CHEBI:63543,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77360,frozenset({'Q9UKU0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9UKU0'}),CHEBI:63543,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77360,frozenset({'Q9ULC5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9ULC5'}),CHEBI:63543,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00369', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77366,frozenset({'O60488'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O60488'}),CHEBI:63540,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77366,frozenset({'Q96GR2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q96GR2'}),CHEBI:63540,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77366,frozenset({'O95573'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O95573'}),CHEBI:63540,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77366,frozenset({'Q5FVE4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q5FVE4'}),CHEBI:63540,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77366,frozenset({'O14975'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O14975'}),CHEBI:63540,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77366,frozenset({'P33121'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P33121'}),CHEBI:63540,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77366,frozenset({'Q9UKU0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9UKU0'}),CHEBI:63540,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77366,frozenset({'Q9ULC5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9ULC5'}),CHEBI:63540,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00373', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77016,frozenset({'O60488'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O60488'}),CHEBI:65132,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77016,frozenset({'Q96GR2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q96GR2'}),CHEBI:65132,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77016,frozenset({'O95573'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O95573'}),CHEBI:65132,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77016,frozenset({'Q5FVE4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q5FVE4'}),CHEBI:65132,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77016,frozenset({'O14975'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O14975'}),CHEBI:65132,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'MAR00377', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
